performance_label,hook_style,niche_category,content_format_clean,day_of_week,trending_sound_used,video_duration_seconds,duration_band,post_hour,views,likes,comments,shares,saves_or_favorites,followers_gained,avg_watch_time_seconds,watch_time_percentage_num,total_hashtag_count,engagement_rate_no_saves,engagement_rate_with_saves,like_rate,comment_rate,share_rate,save_rate
Medium,Story,Visa Application Tips,voiceover,Monday,0,10.3,under_15,20,96490,3502,1082,422,50,4,2.67,18.85,3,0.051881023940304694,0.05239921235361177,0.03629391646802777,0.011213597263965178,0.004373510208311743,0.0005181884133070785
High,Question,Visa Application Tips,text_overlay,Wednesday,1,42.98,30_45,15,142966,5876,1304,1214,1341,9,10.29,27.05,3,0.05871326049550243,0.06809311304785753,0.041100681280863985,0.009121049760082817,0.008491529454555629,0.009379852552355105
High,Tutorial,Budget Travel,voiceover,Wednesday,1,38.39,30_45,8,127376,6192,1733,1007,557,4,12.37,30.8,4,0.07012310011305112,0.0744959804044718,0.04861198341916845,0.013605388770254993,0.007905727923627684,0.004372880291420676
High,Tutorial,Budget Travel,screen_recording,Friday,0,19.81,15_30,22,149892,6497,1153,976,1335,14,5.55,24.8,5,0.05754810129960238,0.06645451391668668,0.043344541403143595,0.007692205054305767,0.006511354842153017,0.008906412617084301
Medium,Statistic,Budget Travel,voiceover,Tuesday,0,52.56,45_60,8,45185,1490,377,66,272,3,4.9,11.33,3,0.04277968352329313,0.048799380325329204,0.032975544981741725,0.00834347681752794,0.001460661724023459,0.006019696802036074
High,Tutorial,Travel Hacks,voiceover,Thursday,1,43.23,30_45,7,93874,4831,809,613,281,3,12.07,26.97,5,0.06661056309521274,0.06960393719240685,0.05146259880265036,0.008617934678398704,0.006530029614163666,0.0029933740971941113
Medium,Question,Budget Travel,voiceover,Saturday,1,58.02,45_60,21,27168,988,357,237,15,1,15.97,27.39,3,0.05823027090694935,0.05878239104829211,0.03636631330977621,0.013140459363957597,0.008723498233215547,0.0005521201413427562
Medium,Question,Destination Guides,voiceover,Monday,0,53.6,45_60,20,25459,820,266,115,12,2,18.21,34.99,3,0.04717388742684316,0.047645233512706706,0.03220864920067559,0.010448171569975254,0.004517066656192309,0.0004713460858635453
Medium,Story,Budget Travel,voiceover,Friday,0,34.38,30_45,18,87681,3487,798,581,45,2,5.28,19.69,5,0.05549662982858316,0.056009853902213705,0.039769163216660394,0.009101173572381702,0.006626293039541063,0.0005132240736305471
High,Tutorial,Visa Application Tips,text_overlay,Tuesday,0,33.24,30_45,12,118365,7252,1277,672,384,8,5.75,19.77,4,0.07773412748701052,0.0809783297427449,0.06126811135048367,0.010788662188991677,0.005677353947535166,0.003244202255734381
High,Tutorial,Visa Application Tips,screen_recording,Friday,0,11.1,under_15,17,28450,1555,198,137,18,2,1.26,15.11,5,0.0664323374340949,0.06706502636203866,0.0546572934973638,0.006959578207381371,0.0048154657293497365,0.000632688927943761
High,Question,Travel Hacks,voiceover,Saturday,1,32.55,30_45,22,78537,3852,660,355,121,5,6.43,19.54,5,0.06197079083743968,0.0635114659332544,0.04904694602544024,0.008403682340807517,0.004520162471191923,0.0015406750958147114
High,Question,Visa Application Tips,voiceover,Saturday,0,31.3,30_45,15,40732,2062,375,209,24,2,10.91,32.49,5,0.06496120985956987,0.06555042718255917,0.050623588333497005,0.009206520671707748,0.005131100854365118,0.0005892173229892959
High,Question,Visa Application Tips,screen_recording,Friday,0,10.24,under_15,11,39983,1759,396,257,139,2,1.0,18.78,5,0.06032563839631844,0.06380211589925719,0.04399369732136158,0.009904209288947802,0.006427731786009054,0.0034764775029387488
High,Statistic,Visa Application Tips,text_overlay,Friday,0,42.12,30_45,17,98212,3861,715,613,723,6,5.78,12.82,4,0.05283468415264937,0.060196310023215086,0.0393129149187472,0.00728016942939763,0.0062415998045045416,0.007361625870565715
Medium,Story,Destination Guides,text_overlay,Sunday,0,28.16,15_30,20,99540,3538,607,274,316,6,1.0,4.0,5,0.04439421338155515,0.04756881655615833,0.03554350010046212,0.006098051034759896,0.0027526622463331326,0.0031746031746031746
Medium,Question,Destination Guides,voiceover,Thursday,1,10.97,under_15,15,236631,7616,959,802,1106,16,1.78,26.3,3,0.039627098731780705,0.04430104255148311,0.03218513212554568,0.004052723438602719,0.0033892431676323053,0.004673943819702406
High,Statistic,Visa Application Tips,text_overlay,Thursday,0,43.31,30_45,17,177718,8693,1551,1169,1132,6,11.54,29.81,3,0.06421971888047356,0.07058936067252614,0.04891457252501154,0.008727309557838823,0.006577836797623201,0.006369641792052578
High,Story,Budget Travel,text_overlay,Thursday,0,37.66,30_45,16,124714,4962,863,863,843,12,10.48,28.08,3,0.05362669788476033,0.06038616354218452,0.03978703273088827,0.006919832576936029,0.006919832576936029,0.006759465657424186
Medium,Story,Budget Travel,voiceover,Sunday,1,27.77,15_30,20,250043,10065,1473,888,876,21,5.3,14.56,3,0.04969545238219027,0.05319884979783477,0.04025307647084701,0.005890986750278952,0.0035513891610642967,0.003503397415644509
High,Question,Visa Application Tips,voiceover,Monday,0,89.93,over_60,11,44037,1707,425,312,256,2,21.17,22.28,5,0.05549878511251902,0.061312078479460456,0.038762858505347775,0.009650975316211367,0.007084951290959875,0.005813293366941435
Medium,Story,Destination Guides,voiceover,Sunday,0,42.51,30_45,15,40178,1672,319,219,35,4,3.37,10.16,5,0.05500522674100254,0.055876350241425655,0.04161481407735577,0.007939668475284982,0.00545074418836179,0.0008711235004231171
High,Tutorial,Destination Guides,text_overlay,Thursday,0,55.37,45_60,9,71639,2782,743,458,649,4,8.65,14.37,5,0.055598207680174205,0.06465751894917574,0.03883359622551962,0.01037144572090621,0.006393165733748377,0.009059311269001521
Medium,Story,Visa Application Tips,voiceover,Wednesday,0,54.07,45_60,9,119143,4415,1079,551,1055,7,8.84,15.32,5,0.05073734923579228,0.059592254685545944,0.037056310484040185,0.009056344057141417,0.0046246946946106775,0.008854905449753658
High,Question,Travel Hacks,voiceover,Friday,0,51.42,45_60,12,10996,468,140,70,7,1,2.12,6.26,3,0.0616587850127319,0.06229538013823208,0.04256093124772645,0.012731902510003638,0.006365951255001819,0.0006365951255001819
High,Tutorial,Budget Travel,text_overlay,Sunday,0,17.81,15_30,19,99055,4037,894,695,523,4,1.0,7.79,3,0.05679672908989955,0.062076624097723486,0.040755136035535815,0.009025288980869213,0.007016304073494523,0.0052798950078239365
High,Tutorial,Travel Hacks,screen_recording,Friday,0,36.05,30_45,22,70066,3508,809,287,369,5,7.66,23.98,3,0.06570947392458538,0.0709759369737105,0.050067079610652813,0.01154625638683527,0.004096137927097308,0.005266463049125111
High,Tutorial,Travel Hacks,voiceover,Wednesday,0,24.26,15_30,21,296918,14130,3850,1900,1846,17,3.17,11.68,4,0.06695451269374036,0.0731717174438734,0.04758889659771385,0.012966542951252534,0.006399073144773978,0.006217204750133033
High,Question,Visa Application Tips,voiceover,Friday,0,37.89,30_45,18,69764,3617,747,299,491,3,6.28,16.85,3,0.06683963075511726,0.07387764463046843,0.05184622441373774,0.010707528238059745,0.004285878103319764,0.007038013875351184
High,Tutorial,Travel Hacks,voiceover,Saturday,1,39.39,30_45,12,78319,4062,1027,886,84,2,12.24,29.5,4,0.07629055529309618,0.07736309197002005,0.0518648093055325,0.013113037704771511,0.011312708282792171,0.0010725366769238627
High,Story,Visa Application Tips,text_overlay,Monday,1,32.08,30_45,19,40626,1813,458,337,129,4,6.32,19.14,5,0.06419534288386747,0.06737064933786245,0.044626593806921674,0.011273568650617832,0.008295180426327967,0.0031753064539949785
Medium,Story,Travel Hacks,text_overlay,Saturday,0,9.98,under_15,11,76589,3262,207,265,412,8,2.12,32.57,4,0.04875373748188382,0.054133100053532494,0.04259097259397564,0.002702737991095327,0.003460026896812858,0.00537936257164867
High,Statistic,Visa Application Tips,screen_recording,Thursday,1,40.8,30_45,7,169194,7048,1159,847,1677,9,8.53,24.1,5,0.05351253590552856,0.06342423490194687,0.041656323510289965,0.006850124708914027,0.005006087686324574,0.009911698996418312
High,Question,Visa Application Tips,voiceover,Thursday,0,23.62,15_30,19,24899,1043,202,154,147,2,3.5,17.87,3,0.056186995461665126,0.06209084702196875,0.04188923249929716,0.008112775613478453,0.006184987348889514,0.005903851560303626
Medium,Dramatic,Destination Guides,voiceover,Tuesday,1,35.27,30_45,22,298703,8608,1289,994,1422,20,5.71,18.38,3,0.03646096624406183,0.04122154782509717,0.028817922819656984,0.004315323247506721,0.003327720176898123,0.004760581581035343
High,Statistic,Visa Application Tips,text_overlay,Saturday,0,42.12,30_45,11,162383,8637,1563,1020,263,11,4.68,11.77,3,0.06909590289623914,0.07071553056662336,0.053189065357826866,0.00962539182057235,0.006281445717839921,0.0016196276703842152
High,Tutorial,Visa Application Tips,text_overlay,Monday,0,28.35,15_30,14,68920,3576,658,337,350,7,6.03,23.73,5,0.06632327336041788,0.07140162507254788,0.05188624492164829,0.009547301218804411,0.004889727219965177,0.005078351712130006
High,Question,Travel Hacks,voiceover,Tuesday,1,31.3,30_45,14,250892,10541,1756,1916,1491,14,9.39,28.19,5,0.05664987325223602,0.06259266935573872,0.04201409371362977,0.006999027469987086,0.007636752068619167,0.005942796103502702
High,Tutorial,Visa Application Tips,text_overlay,Thursday,0,33.86,30_45,8,131184,5495,1521,1038,1499,10,8.54,21.95,3,0.061394682278326625,0.07282138065617759,0.04188773021100134,0.011594401756311745,0.007912550311013539,0.011426698377850958
Medium,Dramatic,Travel Hacks,text_overlay,Sunday,1,14.12,under_15,22,52107,1544,335,281,299,3,3.15,26.45,3,0.04145316368242271,0.047191356247721035,0.029631335521139196,0.00642907862667204,0.005392749534611473,0.005738192565298329
High,Story,Travel Hacks,voiceover,Tuesday,0,42.7,30_45,20,228657,9659,2262,1280,1391,19,11.77,24.86,5,0.05773276129748925,0.06381610884425143,0.042242310534993464,0.009892546477912332,0.005597904284583459,0.006083347546762181
High,Tutorial,Travel Hacks,text_overlay,Tuesday,1,34.95,30_45,13,70917,3791,925,467,52,4,8.57,28.77,5,0.07308543790628481,0.0738186894538686,0.0534568580171186,0.01304341695221174,0.006585162936954468,0.0007332515475837951
High,Question,Visa Application Tips,voiceover,Saturday,1,32.66,30_45,10,398134,17618,2047,1689,4064,11,8.82,25.31,3,0.05363520824646978,0.06384282678696117,0.044251432934640095,0.005141485027654006,0.00424229028417568,0.010207618540491393
Medium,Statistic,Travel Hacks,text_overlay,Saturday,0,7.47,under_15,11,109739,3956,1043,546,52,8,1.0,21.6,3,0.050528982403703335,0.05100283399702932,0.03604917121533821,0.009504369458442304,0.004975441729922817,0.00047385159332598254
Medium,Tutorial,Travel Hacks,text_overlay,Wednesday,1,59.71,45_60,10,30299,1263,242,283,17,1,8.15,11.58,3,0.05901184857586059,0.05957292319878544,0.041684544044357896,0.007987062279283145,0.009340242252219546,0.000561074622924849
High,Tutorial,Visa Application Tips,voiceover,Thursday,0,12.09,under_15,7,63320,2523,705,279,372,3,2.35,21.47,5,0.05538534428300695,0.06126026531901453,0.039845230574857865,0.0111339229311434,0.004406190777005685,0.0058749210360075806
Medium,Story,Travel Hacks,screen_recording,Saturday,0,55.89,45_60,13,50612,2000,368,381,27,3,5.54,10.01,4,0.05431518217023631,0.05484865249347981,0.03951632024025923,0.007271002924207698,0.007527859005769383,0.0005334703232434995
Medium,Tutorial,Destination Guides,text_overlay,Thursday,0,58.26,45_60,18,45552,1815,463,429,25,4,7.54,15.21,4,0.05942658939234282,0.059975412715138746,0.03984457323498419,0.010164207938180542,0.009417808219178082,0.0005488233227959256
Medium,Story,Budget Travel,voiceover,Monday,1,58.29,45_60,15,89215,4120,517,254,91,6,8.4,13.59,3,0.054822619514655606,0.05584262736086981,0.04618057501541221,0.005794989631788376,0.0028470548674550244,0.0010200078462142017
Medium,Statistic,Destination Guides,voiceover,Saturday,1,12.13,under_15,12,157347,4678,725,831,455,7,2.1,17.44,3,0.039619439836793835,0.04251113780370773,0.029730468327963038,0.004607650606621035,0.005281320902209766,0.002891697966913891
